Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Batsman,Year,Start Date
38*,38,20,190.0,5,1,Sri Lanka,The Oval,06/03/2017,JP Duminy,2017,2017
8,8,14,57.14,0,0,Pakistan,Birmingham,06/07/2017,JP Duminy,2017,2017
20*,20,41,48.78,1,0,India,The Oval,06/11/2017,JP Duminy,2017,2017
30,30,30,100.0,0,1,Bangladesh,Paarl,10/18/2017,JP Duminy,2017,2017
12,12,18,66.66,1,0,India,Durban,02/01/2018,JP Duminy,2018,2018
25,25,39,64.1,2,0,India,Centurion,02/04/2018,JP Duminy,2018,2018
51,51,67,76.11,4,0,India,Cape Town,02/07/2018,JP Duminy,2018,2018
10,10,14,71.42,0,0,India,Johannesburg,02/10/2018,JP Duminy,2018,2018
1,1,5,20.0,0,0,India,Port Elizabeth,02/13/2018,JP Duminy,2018,2018
53*,53,32,165.62,6,2,Sri Lanka,Dambulla,07/29/2018,JP Duminy,2018,2018
32,32,29,110.34,1,1,Sri Lanka,Dambulla,08/01/2018,JP Duminy,2018,2018
92,92,70,131.42,8,4,Sri Lanka,Pallekele,08/05/2018,JP Duminy,2018,2018
38,38,23,165.21,3,2,Sri Lanka,Pallekele,08/08/2018,JP Duminy,2018,2018
12,12,13,92.3,1,0,Sri Lanka,Colombo (RPS),08/12/2018,JP Duminy,2018,2018
16*,16,29,55.17,2,0,Zimbabwe,Kimberley,09/30/2018,JP Duminy,2018,2018
5,5,20,25.0,0,0,Zimbabwe,Bloemfontein,10/03/2018,JP Duminy,2018,2018
1,1,11,9.09,0,0,Zimbabwe,Paarl,10/06/2018,JP Duminy,2018,2018
31*,31,21,147.61,4,1,Sri Lanka,Port Elizabeth,03/13/2019,JP Duminy,2019,2019
23*,23,16,143.75,1,1,West Indies,North Sound,05/22/2010,David Miller,2010,2010
26*,26,19,136.84,0,2,West Indies,North Sound,05/24/2010,David Miller,2010,2010
5,5,9,55.55,0,0,West Indies,Roseau,05/28/2010,David Miller,2010,2010
51,51,31,164.51,5,2,Zimbabwe,Bloemfontein,10/15/2010,David Miller,2010,2010
33*,33,19,173.68,3,1,Zimbabwe,Benoni,10/22/2010,David Miller,2010,2010
6,6,10,60.0,0,0,Pakistan,Abu Dhabi,10/31/2010,David Miller,2010,2010
6,6,10,60.0,0,0,Pakistan,Dubai (DSC),11/02/2010,David Miller,2010,2010
0,0,1,0.0,0,0,Pakistan,Dubai (DSC),11/05/2010,David Miller,2010,2010
9,9,11,81.81,0,0,India,Durban,01/12/2011,David Miller,2011,2011
27,27,28,96.42,3,1,India,Johannesburg,01/15/2011,David Miller,2011,2011
11,11,12,91.66,0,0,Australia,Centurion,10/19/2011,David Miller,2011,2011
59,59,51,115.68,6,1,Australia,Port Elizabeth,10/23/2011,David Miller,2011,2011
11*,11,22,50.0,0,0,Australia,Durban,10/28/2011,David Miller,2011,2011
14,14,24,58.33,0,0,New Zealand,Kimberley,01/22/2013,David Miller,2013,2013
15,15,19,78.94,2,0,New Zealand,Potchefstroom,01/25/2013,David Miller,2013,2013
67,67,77,87.01,7,0,Pakistan,Durban,03/21/2013,David Miller,2013,2013
20*,20,20,100.0,1,1,Pakistan,Benoni,03/24/2013,David Miller,2013,2013
0,0,0,0.0,0,0,India,Cardiff,06/06/2013,David Miller,2013,2013
19,19,24,79.16,2,0,Pakistan,Birmingham,06/10/2013,David Miller,2013,2013
38,38,29,131.03,1,3,West Indies,Cardiff,06/14/2013,David Miller,2013,2013
56*,56,51,109.8,5,2,England,The Oval,06/19/2013,David Miller,2013,2013
14,14,22,63.63,0,1,Sri Lanka,Colombo (RPS),07/20/2013,David Miller,2013,2013
22*,22,34,64.7,1,0,Sri Lanka,Colombo (RPS),07/23/2013,David Miller,2013,2013
85*,85,72,118.05,4,5,Sri Lanka,Pallekele,07/26/2013,David Miller,2013,2013
1,1,3,33.33,0,0,Sri Lanka,Pallekele,07/28/2013,David Miller,2013,2013
0,0,2,0.0,0,0,Sri Lanka,Colombo (RPS),07/31/2013,David Miller,2013,2013
37,37,51,72.54,2,1,Pakistan,Sharjah,10/30/2013,David Miller,2013,2013
11,11,19,57.89,0,0,Pakistan,Dubai (DSC),11/01/2013,David Miller,2013,2013
34,34,33,103.03,4,0,Pakistan,Abu Dhabi,11/06/2013,David Miller,2013,2013
5,5,10,50.0,0,0,Pakistan,Abu Dhabi,11/08/2013,David Miller,2013,2013
15,15,25,60.0,1,0,Pakistan,Sharjah,11/11/2013,David Miller,2013,2013
4,4,14,28.57,0,0,Pakistan,Cape Town,11/24/2013,David Miller,2013,2013
2*,2,4,50.0,0,0,Pakistan,Port Elizabeth,11/27/2013,David Miller,2013,2013
24,24,26,92.3,3,0,Pakistan,Centurion,11/30/2013,David Miller,2013,2013
5*,5,2,250.0,1,0,India,Johannesburg,12/05/2013,David Miller,2013,2013
0,0,3,0.0,0,0,India,Durban,12/08/2013,David Miller,2013,2013
56*,56,34,164.7,5,3,India,Centurion,12/11/2013,David Miller,2013,2013
36*,36,21,171.42,2,2,Sri Lanka,Colombo (RPS),07/06/2014,David Miller,2014,2014
4,4,8,50.0,1,0,Sri Lanka,Pallekele,07/09/2014,David Miller,2014,2014
4*,4,4,100.0,0,0,Sri Lanka,Hambantota,07/12/2014,David Miller,2014,2014
45,45,48,93.75,2,2,Zimbabwe,Bulawayo,08/19/2014,David Miller,2014,2014
13*,13,11,118.18,2,0,Zimbabwe,Bulawayo,08/21/2014,David Miller,2014,2014
0,0,1,0.0,0,0,Zimbabwe,Harare,08/29/2014,David Miller,2014,2014
3,3,5,60.0,0,0,Australia,Harare,09/02/2014,David Miller,2014,2014
10*,10,9,111.11,1,0,Zimbabwe,Harare,09/04/2014,David Miller,2014,2014
7,7,10,70.0,0,0,New Zealand,Mount Maunganui,10/24/2014,David Miller,2014,2014
17,17,29,58.62,3,0,New Zealand,Hamilton,10/27/2014,David Miller,2014,2014
65,65,65,100.0,5,1,Australia,Perth,11/14/2014,David Miller,2014,2014
22*,22,26,84.61,3,0,Australia,Perth,11/16/2014,David Miller,2014,2014
3,3,6,50.0,0,0,Australia,Canberra,11/19/2014,David Miller,2014,2014
45,45,61,73.77,3,0,Australia,Melbourne,11/21/2014,David Miller,2014,2014
5,5,12,41.66,0,0,Australia,Sydney,11/23/2014,David Miller,2014,2014
70,70,68,102.94,7,2,West Indies,Durban,01/16/2015,David Miller,2015,2015
0*,0,0,0.0,0,0,West Indies,Johannesburg,01/18/2015,David Miller,2015,2015
130*,130,133,97.74,11,3,West Indies,Port Elizabeth,01/25/2015,David Miller,2015,2015
23,23,9,255.55,2,2,West Indies,Centurion,01/28/2015,David Miller,2015,2015
138*,138,92,150.0,7,9,Zimbabwe,Hamilton,02/15/2015,David Miller,2015,2015
22,22,23,95.65,2,0,India,Melbourne,02/22/2015,David Miller,2015,2015
20,20,16,125.0,0,0,West Indies,Sydney,02/27/2015,David Miller,2015,2015
46*,46,23,200.0,4,2,Ireland,Canberra,03/03/2015,David Miller,2015,2015
0,0,13,0.0,0,0,Pakistan,Auckland,03/07/2015,David Miller,2015,2015
49,49,48,102.08,2,0,U.A.E.,Wellington,03/12/2015,David Miller,2015,2015
49,49,18,272.22,6,3,New Zealand,Auckland,03/24/2015,David Miller,2015,2015
9,9,24,37.5,0,0,Bangladesh,Dhaka,07/12/2015,David Miller,2015,2015
44,44,51,86.27,5,0,Bangladesh,Chattogram,07/15/2015,David Miller,2015,2015
14,14,13,107.69,1,0,New Zealand,Centurion,08/19/2015,David Miller,2015,2015
5,5,10,50.0,0,0,New Zealand,Potchefstroom,08/23/2015,David Miller,2015,2015
36,36,37,97.29,3,0,New Zealand,Durban,08/26/2015,David Miller,2015,2015
13,13,22,59.09,0,0,India,Kanpur,10/11/2015,David Miller,2015,2015
0,0,1,0.0,0,0,India,Indore,10/14/2015,David Miller,2015,2015
33,33,41,80.48,4,0,India,Rajkot,10/18/2015,David Miller,2015,2015
6,6,12,50.0,1,0,India,Chennai,10/22/2015,David Miller,2015,2015
22*,22,12,183.33,3,0,India,Mumbai,10/25/2015,David Miller,2015,2015
14,14,16,87.5,2,0,Ireland,Benoni,09/25/2016,David Miller,2016,2016
10*,10,10,100.0,1,0,Australia,Centurion,09/30/2016,David Miller,2016,2016
26,26,17,152.94,4,0,Australia,Johannesburg,10/02/2016,David Miller,2016,2016
118*,118,79,149.36,10,6,Australia,Durban,10/05/2016,David Miller,2016,2016
39,39,29,134.48,4,0,Australia,Cape Town,10/12/2016,David Miller,2016,2016
117*,117,98,119.38,3,6,Sri Lanka,Durban,02/01/2017,David Miller,2017,2017
28,28,39,71.79,3,0,New Zealand,Christchurch,02/22/2017,David Miller,2017,2017
3,3,7,42.85,0,0,New Zealand,Wellington,02/25/2017,David Miller,2017,2017
1,1,4,25.0,0,0,New Zealand,Hamilton,03/01/2017,David Miller,2017,2017
45*,45,35,128.57,6,2,New Zealand,Auckland,03/04/2017,David Miller,2017,2017
11,11,10,110.0,0,1,England,Leeds,05/24/2017,David Miller,2017,2017
71*,71,51,139.21,5,2,England,Southampton,05/27/2017,David Miller,2017,2017
18,18,22,81.81,1,1,Sri Lanka,The Oval,06/03/2017,David Miller,2017,2017
75*,75,104,72.11,1,3,Pakistan,Birmingham,06/07/2017,David Miller,2017,2017
1,1,3,33.33,0,0,India,The Oval,06/11/2017,David Miller,2017,2017
7,7,7,100.0,1,0,India,Durban,02/01/2018,David Miller,2018,2018
0,0,4,0.0,0,0,India,Centurion,02/04/2018,David Miller,2018,2018
25,25,42,59.52,1,0,India,Cape Town,02/07/2018,David Miller,2018,2018
39,39,28,139.28,4,2,India,Johannesburg,02/10/2018,David Miller,2018,2018
36,36,51,70.58,2,1,India,Port Elizabeth,02/13/2018,David Miller,2018,2018
10,10,13,76.92,1,0,Sri Lanka,Dambulla,07/29/2018,David Miller,2018,2018
3,3,5,60.0,0,0,Sri Lanka,Dambulla,08/01/2018,David Miller,2018,2018
51,51,47,108.51,5,1,Sri Lanka,Pallekele,08/05/2018,David Miller,2018,2018
21,21,17,123.52,0,1,Sri Lanka,Pallekele,08/08/2018,David Miller,2018,2018
2*,2,1,200.0,0,0,Australia,Perth,11/04/2018,David Miller,2018,2018
51,51,71,71.83,3,1,Australia,Adelaide,11/09/2018,David Miller,2018,2018
139,139,108,128.7,13,4,Australia,Hobart,11/11/2018,David Miller,2018,2018
16*,16,12,133.33,2,0,Pakistan,Port Elizabeth,01/19/2019,David Miller,2019,2019
31,31,26,119.23,5,0,Pakistan,Durban,01/22/2019,David Miller,2019,2019
4,4,7,57.14,0,0,Pakistan,Johannesburg,01/27/2019,David Miller,2019,2019
25,25,36,69.44,1,0,Sri Lanka,Centurion,03/06/2019,David Miller,2019,2019
41*,41,46,89.13,3,0,Sri Lanka,Durban,03/10/2019,David Miller,2019,2019
25*,25,33,75.75,1,1,Sri Lanka,Port Elizabeth,03/13/2019,David Miller,2019,2019
93,93,101,92.07,6,3,Pakistan,Port Elizabeth,01/19/2019,Rassie van der Dussen,2019,2019
80*,80,123,65.04,9,0,Pakistan,Durban,01/22/2019,Rassie van der Dussen,2019,2019
18,18,31,58.06,1,0,Pakistan,Johannesburg,01/27/2019,Rassie van der Dussen,2019,2019
50*,50,61,81.96,0,3,Pakistan,Cape Town,01/30/2019,Rassie van der Dussen,2019,2019
32*,32,43,74.41,2,0,Sri Lanka,Johannesburg,03/03/2019,Rassie van der Dussen,2019,2019
2,2,4,50.0,0,0,Sri Lanka,Centurion,03/06/2019,Rassie van der Dussen,2019,2019
50,50,67,74.62,3,0,Sri Lanka,Durban,03/10/2019,Rassie van der Dussen,2019,2019
28*,28,37,75.67,2,0,Sri Lanka,Cape Town,03/16/2019,Rassie van der Dussen,2019,2019
66,66,60,110.0,4,2,Bangladesh,East London,10/22/2017,Aiden Markram,2017,2017
9,9,21,42.85,0,0,India,Durban,02/01/2018,Aiden Markram,2018,2018
8,8,11,72.72,1,0,India,Centurion,02/04/2018,Aiden Markram,2018,2018
32,32,42,76.19,2,1,India,Cape Town,02/07/2018,Aiden Markram,2018,2018
22,22,23,95.65,3,0,India,Johannesburg,02/10/2018,Aiden Markram,2018,2018
32,32,32,100.0,4,1,India,Port Elizabeth,02/13/2018,Aiden Markram,2018,2018
24,24,30,80.0,3,1,India,Centurion,02/16/2018,Aiden Markram,2018,2018
0,0,1,0.0,0,0,Sri Lanka,Dambulla,07/29/2018,Aiden Markram,2018,2018
3,3,11,27.27,0,0,Sri Lanka,Dambulla,08/01/2018,Aiden Markram,2018,2018
20,20,13,153.84,5,0,Sri Lanka,Colombo (RPS),08/12/2018,Aiden Markram,2018,2018
27,27,38,71.05,5,0,Zimbabwe,Kimberley,09/30/2018,Aiden Markram,2018,2018
35,35,49,71.42,6,0,Zimbabwe,Bloemfontein,10/03/2018,Aiden Markram,2018,2018
42,42,40,105.0,7,0,Zimbabwe,Paarl,10/06/2018,Aiden Markram,2018,2018
36,36,32,112.5,6,0,Australia,Perth,11/04/2018,Aiden Markram,2018,2018
19,19,17,111.76,2,1,Australia,Adelaide,11/09/2018,Aiden Markram,2018,2018
32,32,42,76.19,1,3,Australia,Hobart,11/11/2018,Aiden Markram,2018,2018
29,29,32,90.62,3,0,Sri Lanka,Port Elizabeth,03/13/2019,Aiden Markram,2019,2019
67*,67,75,89.33,7,0,Sri Lanka,Cape Town,03/16/2019,Aiden Markram,2019,2019
9*,9,19,47.36,1,0,Bangladesh,Chattogram,03/09/2008,Hashim Amla,2008,2008
16,16,27,59.25,2,0,Bangladesh,Dhaka,03/12/2008,Hashim Amla,2008,2008
46,46,59,77.96,6,0,England,The Oval,08/29/2008,Hashim Amla,2008,2008
34,34,31,109.67,8,0,England,Lord's,08/31/2008,Hashim Amla,2008,2008
3*,3,6,50.0,0,0,England,Cardiff,09/03/2008,Hashim Amla,2008,2008
7,7,7,100.0,1,0,Kenya,Bloemfontein,10/31/2008,Hashim Amla,2008,2008
78,78,76,102.63,13,0,Kenya,Kimberley,11/02/2008,Hashim Amla,2008,2008
35,35,34,102.94,6,0,Bangladesh,Potchefstroom,11/07/2008,Hashim Amla,2008,2008
140,140,135,103.7,8,4,Bangladesh,Benoni,11/09/2008,Hashim Amla,2008,2008
1,1,3,33.33,0,0,Australia,Melbourne,01/16/2009,Hashim Amla,2009,2009
8,8,19,42.1,0,0,Australia,Hobart,01/18/2009,Hashim Amla,2009,2009
13,13,19,68.42,1,0,Australia,Sydney,01/23/2009,Hashim Amla,2009,2009
80*,80,103,77.66,7,0,Australia,Adelaide,01/26/2009,Hashim Amla,2009,2009
97,97,117,82.9,6,1,Australia,Perth,01/30/2009,Hashim Amla,2009,2009
7,7,14,50.0,1,0,Australia,Durban,04/03/2009,Hashim Amla,2009,2009
2,2,10,20.0,0,0,Sri Lanka,Centurion,09/22/2009,Hashim Amla,2009,2009
38,38,65,58.46,3,0,New Zealand,Centurion,09/24/2009,Hashim Amla,2009,2009
80,80,96,83.33,6,0,Zimbabwe,Benoni,11/08/2009,Hashim Amla,2009,2009
57,57,72,79.16,6,0,England,Centurion,11/22/2009,Hashim Amla,2009,2009
86,86,92,93.47,7,0,England,Cape Town,11/27/2009,Hashim Amla,2009,2009
11,11,22,50.0,2,0,England,Port Elizabeth,11/29/2009,Hashim Amla,2009,2009
34,34,22,154.54,7,0,India,Gwalior,02/24/2010,Hashim Amla,2010,2010
87,87,103,84.46,8,0,India,Ahmedabad,02/27/2010,Hashim Amla,2010,2010
102,102,109,93.57,8,0,West Indies,North Sound,05/22/2010,Hashim Amla,2010,2010
92,92,95,96.84,7,0,West Indies,North Sound,05/24/2010,Hashim Amla,2010,2010
34,34,28,121.42,5,0,West Indies,Roseau,05/28/2010,Hashim Amla,2010,2010
129,129,115,112.17,9,2,West Indies,Roseau,05/30/2010,Hashim Amla,2010,2010
45,45,50,90.0,3,1,West Indies,Port of Spain,06/03/2010,Hashim Amla,2010,2010
110,110,96,114.58,14,0,Zimbabwe,Bloemfontein,10/15/2010,Hashim Amla,2010,2010
110,110,103,106.79,12,0,Zimbabwe,Potchefstroom,10/17/2010,Hashim Amla,2010,2010
24,24,18,133.33,3,1,Zimbabwe,Benoni,10/22/2010,Hashim Amla,2010,2010
35,35,29,120.68,3,1,Pakistan,Abu Dhabi,10/29/2010,Hashim Amla,2010,2010
65,65,62,104.83,8,0,Pakistan,Abu Dhabi,10/31/2010,Hashim Amla,2010,2010
119*,119,126,94.44,9,0,Pakistan,Dubai (DSC),11/02/2010,Hashim Amla,2010,2010
10,10,12,83.33,1,0,Pakistan,Dubai (DSC),11/05/2010,Hashim Amla,2010,2010
62,62,47,131.91,9,1,Pakistan,Dubai (DSC),11/08/2010,Hashim Amla,2010,2010
50,50,36,138.88,8,0,India,Durban,01/12/2011,Hashim Amla,2011,2011
4,4,9,44.44,1,0,India,Johannesburg,01/15/2011,Hashim Amla,2011,2011
16,16,18,88.88,2,0,India,Cape Town,01/18/2011,Hashim Amla,2011,2011
64,64,69,92.75,8,0,India,Port Elizabeth,01/21/2011,Hashim Amla,2011,2011
116*,116,132,87.87,9,0,India,Centurion,01/23/2011,Hashim Amla,2011,2011
14,14,15,93.33,2,0,West Indies,Delhi,02/24/2011,Hashim Amla,2011,2011
113,113,130,86.92,8,0,Netherlands,Mohali,03/03/2011,Hashim Amla,2011,2011
42,42,51,82.35,2,0,England,Chennai,03/06/2011,Hashim Amla,2011,2011
61,61,72,84.72,5,0,India,Nagpur,03/12/2011,Hashim Amla,2011,2011
18,18,17,105.88,1,1,Ireland,Kolkata,03/15/2011,Hashim Amla,2011,2011
51,51,59,86.44,6,0,Bangladesh,Dhaka,03/19/2011,Hashim Amla,2011,2011
7,7,5,140.0,1,0,New Zealand,Dhaka,03/25/2011,Hashim Amla,2011,2011
24,24,32,75.0,2,1,Australia,Centurion,10/19/2011,Hashim Amla,2011,2011
0,0,1,0.0,0,0,Australia,Port Elizabeth,10/23/2011,Hashim Amla,2011,2011
52,52,72,72.22,7,0,Australia,Durban,10/28/2011,Hashim Amla,2011,2011
112,112,128,87.5,8,0,Sri Lanka,Paarl,01/11/2012,Hashim Amla,2012,2012
55,55,58,94.82,5,2,Sri Lanka,East London,01/14/2012,Hashim Amla,2012,2012
8,8,10,80.0,1,0,New Zealand,Wellington,02/25/2012,Hashim Amla,2012,2012
92,92,107,85.98,12,0,New Zealand,Napier,02/29/2012,Hashim Amla,2012,2012
76,76,89,85.39,7,0,New Zealand,Auckland,03/03/2012,Hashim Amla,2012,2012
150,150,124,120.96,16,0,England,Southampton,08/28/2012,Hashim Amla,2012,2012
43,43,51,84.31,5,0,England,The Oval,08/31/2012,Hashim Amla,2012,2012
45,45,73,61.64,3,1,England,Lord's,09/02/2012,Hashim Amla,2012,2012
97*,97,107,90.65,9,1,England,Nottingham,09/05/2012,Hashim Amla,2012,2012
13,13,22,59.09,1,0,New Zealand,Paarl,01/19/2013,Hashim Amla,2013,2013
43,43,43,100.0,6,0,Pakistan,Bloemfontein,03/10/2013,Hashim Amla,2013,2013
17,17,16,106.25,3,0,Pakistan,Centurion,03/15/2013,Hashim Amla,2013,2013
122,122,113,107.96,9,1,Pakistan,Johannesburg,03/17/2013,Hashim Amla,2013,2013
0,0,1,0.0,0,0,Pakistan,Durban,03/21/2013,Hashim Amla,2013,2013
22,22,65,33.84,2,0,Pakistan,Benoni,03/24/2013,Hashim Amla,2013,2013
20,20,23,86.95,2,0,Netherlands,Amstelveen,05/31/2013,Hashim Amla,2013,2013
22,22,15,146.66,4,0,India,Cardiff,06/06/2013,Hashim Amla,2013,2013
81,81,97,83.5,9,0,Pakistan,Birmingham,06/10/2013,Hashim Amla,2013,2013
23,23,27,85.18,2,0,West Indies,Cardiff,06/14/2013,Hashim Amla,2013,2013
1,1,3,33.33,0,0,England,The Oval,06/19/2013,Hashim Amla,2013,2013
77,77,71,108.45,9,0,Sri Lanka,Pallekele,07/28/2013,Hashim Amla,2013,2013
18,18,28,64.28,2,0,Sri Lanka,Colombo (RPS),07/31/2013,Hashim Amla,2013,2013
10,10,10,100.0,1,0,Pakistan,Abu Dhabi,11/06/2013,Hashim Amla,2013,2013
46,46,50,92.0,6,0,Pakistan,Abu Dhabi,11/08/2013,Hashim Amla,2013,2013
3,3,4,75.0,0,0,Pakistan,Sharjah,11/11/2013,Hashim Amla,2013,2013
3,3,3,100.0,0,0,Pakistan,Cape Town,11/24/2013,Hashim Amla,2013,2013
98,98,131,74.8,7,0,Pakistan,Port Elizabeth,11/27/2013,Hashim Amla,2013,2013
41,41,48,85.41,6,0,Pakistan,Centurion,11/30/2013,Hashim Amla,2013,2013
65,65,88,73.86,5,1,India,Johannesburg,12/05/2013,Hashim Amla,2013,2013
100,100,117,85.47,8,0,India,Durban,12/08/2013,Hashim Amla,2013,2013
13,13,16,81.25,3,0,India,Centurion,12/11/2013,Hashim Amla,2013,2013
109,109,130,83.84,8,1,Sri Lanka,Colombo (RPS),07/06/2014,Hashim Amla,2014,2014
101,101,102,99.01,11,0,Sri Lanka,Pallekele,07/09/2014,Hashim Amla,2014,2014
48,48,61,78.68,4,0,Sri Lanka,Hambantota,07/12/2014,Hashim Amla,2014,2014
122*,122,132,92.42,6,3,Zimbabwe,Bulawayo,08/17/2014,Hashim Amla,2014,2014
15,15,21,71.42,2,0,Zimbabwe,Bulawayo,08/19/2014,Hashim Amla,2014,2014
24,24,29,82.75,4,0,Australia,Harare,08/27/2014,Hashim Amla,2014,2014
66,66,80,82.5,5,1,Zimbabwe,Harare,08/29/2014,Hashim Amla,2014,2014
17,17,28,60.71,2,0,Australia,Harare,09/02/2014,Hashim Amla,2014,2014
14,14,22,63.63,2,0,Zimbabwe,Harare,09/04/2014,Hashim Amla,2014,2014
51,51,75,68.0,2,0,Australia,Harare,09/06/2014,Hashim Amla,2014,2014
38,38,74,51.35,1,0,New Zealand,Mount Maunganui,10/21/2014,Hashim Amla,2014,2014
119,119,135,88.14,15,0,New Zealand,Mount Maunganui,10/24/2014,Hashim Amla,2014,2014
12,12,20,60.0,2,0,New Zealand,Hamilton,10/27/2014,Hashim Amla,2014,2014
8,8,13,61.53,1,0,Australia,Perth,11/14/2014,Hashim Amla,2014,2014
10,10,22,45.45,1,0,Australia,Perth,11/16/2014,Hashim Amla,2014,2014
102,102,115,88.69,9,0,Australia,Canberra,11/19/2014,Hashim Amla,2014,2014
18,18,20,90.0,3,0,Australia,Melbourne,11/21/2014,Hashim Amla,2014,2014
18,18,28,64.28,3,0,Australia,Sydney,11/23/2014,Hashim Amla,2014,2014
66,66,66,100.0,10,0,West Indies,Durban,01/16/2015,Hashim Amla,2015,2015
153*,153,142,107.74,14,0,West Indies,Johannesburg,01/18/2015,Hashim Amla,2015,2015
61*,61,63,96.82,9,0,West Indies,East London,01/21/2015,Hashim Amla,2015,2015
133,133,105,126.66,11,6,West Indies,Centurion,01/28/2015,Hashim Amla,2015,2015
11,11,26,42.3,1,0,Zimbabwe,Hamilton,02/15/2015,Hashim Amla,2015,2015
22,22,28,78.57,2,0,India,Melbourne,02/22/2015,Hashim Amla,2015,2015
65,65,88,73.86,1,1,West Indies,Sydney,02/27/2015,Hashim Amla,2015,2015
159,159,128,124.21,16,4,Ireland,Canberra,03/03/2015,Hashim Amla,2015,2015
38,38,27,140.74,9,0,Pakistan,Auckland,03/07/2015,Hashim Amla,2015,2015
12,12,16,75.0,3,0,U.A.E.,Wellington,03/12/2015,Hashim Amla,2015,2015
16,16,23,69.56,1,0,Sri Lanka,Sydney,03/18/2015,Hashim Amla,2015,2015
10,10,14,71.42,2,0,New Zealand,Auckland,03/24/2015,Hashim Amla,2015,2015
14,14,18,77.77,2,0,Bangladesh,Dhaka,07/10/2015,Hashim Amla,2015,2015
22,22,37,59.45,3,0,Bangladesh,Dhaka,07/12/2015,Hashim Amla,2015,2015
15,15,35,42.85,2,0,Bangladesh,Chattogram,07/15/2015,Hashim Amla,2015,2015
124,124,126,98.41,13,3,New Zealand,Centurion,08/19/2015,Hashim Amla,2015,2015
8,8,8,100.0,2,0,New Zealand,Potchefstroom,08/23/2015,Hashim Amla,2015,2015
44,44,55,80.0,7,0,New Zealand,Durban,08/26/2015,Hashim Amla,2015,2015
37,37,59,62.71,3,0,India,Kanpur,10/11/2015,Hashim Amla,2015,2015
17,17,17,100.0,3,0,India,Indore,10/14/2015,Hashim Amla,2015,2015
5,5,15,33.33,0,0,India,Rajkot,10/18/2015,Hashim Amla,2015,2015
7,7,10,70.0,0,0,India,Chennai,10/22/2015,Hashim Amla,2015,2015
23,23,13,176.92,5,0,India,Mumbai,10/25/2015,Hashim Amla,2015,2015
6,6,9,66.66,1,0,England,Bloemfontein,02/03/2016,Hashim Amla,2016,2016
4,4,8,50.0,1,0,England,Port Elizabeth,02/06/2016,Hashim Amla,2016,2016
127,127,130,97.69,13,2,England,Centurion,02/09/2016,Hashim Amla,2016,2016
0,0,3,0.0,0,0,England,Johannesburg,02/12/2016,Hashim Amla,2016,2016
59,59,93,63.44,4,0,England,Cape Town,02/14/2016,Hashim Amla,2016,2016
20,20,26,76.92,1,0,West Indies,Providence,06/03/2016,Hashim Amla,2016,2016
35,35,46,76.08,2,0,Australia,Providence,06/07/2016,Hashim Amla,2016,2016
60,60,64,93.75,6,1,Australia,Basseterre,06/11/2016,Hashim Amla,2016,2016
110,110,99,111.11,13,0,West Indies,Basseterre,06/15/2016,Hashim Amla,2016,2016
0*,0,1,0.0,0,0,Australia,Bridgetown,06/19/2016,Hashim Amla,2016,2016
16,16,36,44.44,2,0,West Indies,Bridgetown,06/24/2016,Hashim Amla,2016,2016
45,45,30,150.0,9,0,Australia,Durban,10/05/2016,Hashim Amla,2016,2016
4,4,8,50.0,1,0,Australia,Port Elizabeth,10/09/2016,Hashim Amla,2016,2016
25,25,22,113.63,5,0,Australia,Cape Town,10/12/2016,Hashim Amla,2016,2016
57,57,71,80.28,5,1,Sri Lanka,Port Elizabeth,01/28/2017,Hashim Amla,2017,2017
15,15,14,107.14,3,0,Sri Lanka,Durban,02/01/2017,Hashim Amla,2017,2017
34,34,54,62.96,4,0,Sri Lanka,Johannesburg,02/04/2017,Hashim Amla,2017,2017
1,1,9,11.11,0,0,Sri Lanka,Cape Town,02/07/2017,Hashim Amla,2017,2017
154,154,134,114.92,15,5,Sri Lanka,Centurion,02/10/2017,Hashim Amla,2017,2017
35,35,43,81.39,4,0,New Zealand,Hamilton,02/19/2017,Hashim Amla,2017,2017
10,10,13,76.92,2,0,New Zealand,Christchurch,02/22/2017,Hashim Amla,2017,2017
7,7,19,36.84,0,0,New Zealand,Wellington,02/25/2017,Hashim Amla,2017,2017
40,40,38,105.26,6,1,New Zealand,Hamilton,03/01/2017,Hashim Amla,2017,2017
8,8,28,28.57,1,0,New Zealand,Auckland,03/04/2017,Hashim Amla,2017,2017
73,73,76,96.05,8,0,England,Leeds,05/24/2017,Hashim Amla,2017,2017
24,24,29,82.75,3,0,England,Southampton,05/27/2017,Hashim Amla,2017,2017
55,55,54,101.85,11,0,England,Lord's,05/29/2017,Hashim Amla,2017,2017
103,103,115,89.56,5,2,Sri Lanka,The Oval,06/03/2017,Hashim Amla,2017,2017
16,16,20,80.0,2,0,Pakistan,Birmingham,06/07/2017,Hashim Amla,2017,2017
35,35,54,64.81,3,1,India,The Oval,06/11/2017,Hashim Amla,2017,2017
110*,110,112,98.21,8,0,Bangladesh,Kimberley,10/15/2017,Hashim Amla,2017,2017
85,85,92,92.39,4,0,Bangladesh,Paarl,10/18/2017,Hashim Amla,2017,2017
16,16,17,94.11,1,0,India,Durban,02/01/2018,Hashim Amla,2018,2018
23,23,32,71.87,4,0,India,Centurion,02/04/2018,Hashim Amla,2018,2018
1,1,2,50.0,0,0,India,Cape Town,02/07/2018,Hashim Amla,2018,2018
