Bat1,Runs,BF,SR,4s,6s,Opposition,Ground,Start Date,Batsman,Year,Start Date
38,38,58,65.51,2,0,West Indies,Dhaka,12/05/2012,Mushfiqur Rahim ,2012,2012
27,27,58,46.55,2,0,West Indies,Dhaka,12/07/2012,Mushfiqur Rahim ,2012,2012
44,44,56,78.57,7,0,West Indies,Dhaka,12/08/2012,Mushfiqur Rahim ,2012,2012
3,3,12,25.0,0,0,Sri Lanka,Hambantota,03/23/2013,Mushfiqur Rahim ,2013,2013
9,9,8,112.5,1,0,Sri Lanka,Pallekele,03/28/2013,Mushfiqur Rahim ,2013,2013
5,5,13,38.46,0,0,Zimbabwe,Bulawayo,05/03/2013,Mushfiqur Rahim ,2013,2013
26,26,35,74.28,3,0,Zimbabwe,Bulawayo,05/05/2013,Mushfiqur Rahim ,2013,2013
32,32,41,78.04,2,1,Zimbabwe,Bulawayo,05/08/2013,Mushfiqur Rahim ,2013,2013
90,90,98,91.83,8,2,New Zealand,Dhaka,10/29/2013,Mushfiqur Rahim ,2013,2013
31,31,28,110.71,1,2,New Zealand,Dhaka,10/31/2013,Mushfiqur Rahim ,2013,2013
2,2,4,50.0,0,0,New Zealand,Fatullah,11/03/2013,Mushfiqur Rahim ,2013,2013
27,27,50,54.0,0,1,Sri Lanka,Dhaka,02/17/2014,Mushfiqur Rahim ,2014,2014
79,79,83,95.18,5,2,Sri Lanka,Dhaka,02/20/2014,Mushfiqur Rahim ,2014,2014
30,30,37,81.08,3,0,Sri Lanka,Dhaka,02/22/2014,Mushfiqur Rahim ,2014,2014
117,117,113,103.53,7,2,India,Fatullah,02/26/2014,Mushfiqur Rahim ,2014,2014
23,23,42,54.76,1,0,Afghanistan,Fatullah,03/01/2014,Mushfiqur Rahim ,2014,2014
51*,51,33,154.54,8,0,Pakistan,Dhaka,03/04/2014,Mushfiqur Rahim ,2014,2014
4,4,6,66.66,0,0,Sri Lanka,Dhaka,03/06/2014,Mushfiqur Rahim ,2014,2014
59,59,63,93.65,3,3,India,Dhaka,06/15/2014,Mushfiqur Rahim ,2014,2014
11,11,24,45.83,2,0,India,Dhaka,06/17/2014,Mushfiqur Rahim ,2014,2014
12,12,21,57.14,0,0,West Indies,St George's,08/20/2014,Mushfiqur Rahim ,2014,2014
6,6,16,37.5,0,0,West Indies,St George's,08/22/2014,Mushfiqur Rahim ,2014,2014
72,72,113,63.71,8,0,West Indies,Basseterre,08/25/2014,Mushfiqur Rahim ,2014,2014
65,65,72,90.27,2,2,Zimbabwe,Chattogram,11/21/2014,Mushfiqur Rahim ,2014,2014
27,27,29,93.1,1,1,Zimbabwe,Chattogram,11/23/2014,Mushfiqur Rahim ,2014,2014
33,33,22,150.0,3,1,Zimbabwe,Dhaka,11/26/2014,Mushfiqur Rahim ,2014,2014
77,77,78,98.71,7,0,Zimbabwe,Dhaka,11/28/2014,Mushfiqur Rahim ,2014,2014
11,11,23,47.82,2,0,Zimbabwe,Dhaka,12/01/2014,Mushfiqur Rahim ,2014,2014
71,71,56,126.78,6,1,Afghanistan,Canberra,02/18/2015,Mushfiqur Rahim ,2015,2015
36,36,39,92.3,2,1,Sri Lanka,Melbourne,02/26/2015,Mushfiqur Rahim ,2015,2015
60,60,42,142.85,6,2,Scotland,Nelson,03/05/2015,Mushfiqur Rahim ,2015,2015
89,89,77,115.58,8,1,England,Adelaide,03/09/2015,Mushfiqur Rahim ,2015,2015
15,15,25,60.0,2,0,New Zealand,Hamilton,03/13/2015,Mushfiqur Rahim ,2015,2015
27,27,43,62.79,2,0,India,Melbourne,03/19/2015,Mushfiqur Rahim ,2015,2015
106,106,77,137.66,13,2,Pakistan,Dhaka,04/17/2015,Mushfiqur Rahim ,2015,2015
65,65,70,92.85,8,1,Pakistan,Dhaka,04/19/2015,Mushfiqur Rahim ,2015,2015
49*,49,43,113.95,6,0,Pakistan,Dhaka,04/22/2015,Mushfiqur Rahim ,2015,2015
14,14,19,73.68,1,0,India,Dhaka,06/18/2015,Mushfiqur Rahim ,2015,2015
31,31,34,91.17,3,1,India,Dhaka,06/21/2015,Mushfiqur Rahim ,2015,2015
24,24,30,80.0,0,1,India,Dhaka,06/24/2015,Mushfiqur Rahim ,2015,2015
24,24,38,63.15,1,0,South Africa,Dhaka,07/10/2015,Mushfiqur Rahim ,2015,2015
107,107,109,98.16,9,1,Zimbabwe,Dhaka,11/07/2015,Mushfiqur Rahim ,2015,2015
21,21,28,75.0,3,0,Zimbabwe,Dhaka,11/09/2015,Mushfiqur Rahim ,2015,2015
28,28,25,112.0,3,0,Zimbabwe,Dhaka,11/11/2015,Mushfiqur Rahim ,2015,2015
6,6,7,85.71,0,0,Afghanistan,Dhaka,09/25/2016,Mushfiqur Rahim ,2016,2016
38,38,51,74.5,4,0,Afghanistan,Dhaka,09/28/2016,Mushfiqur Rahim ,2016,2016
12,12,13,92.3,1,0,Afghanistan,Dhaka,10/01/2016,Mushfiqur Rahim ,2016,2016
12,12,12,100.0,1,0,England,Dhaka,10/07/2016,Mushfiqur Rahim ,2016,2016
21,21,23,91.3,3,0,England,Dhaka,10/09/2016,Mushfiqur Rahim ,2016,2016
67*,67,62,108.06,4,1,England,Chattogram,10/12/2016,Mushfiqur Rahim ,2016,2016
42*,42,48,87.5,3,0,New Zealand,Christchurch,12/26/2016,Mushfiqur Rahim ,2016,2016
1,1,2,50.0,0,0,Sri Lanka,Dambulla,03/25/2017,Mushfiqur Rahim ,2017,2017
0,0,1,0.0,0,0,Sri Lanka,Colombo (SSC),04/01/2017,Mushfiqur Rahim ,2017,2017
13,13,17,76.47,3,0,Ireland,Dublin (Malahide),05/12/2017,Mushfiqur Rahim ,2017,2017
55,55,66,83.33,4,1,New Zealand,Dublin,05/17/2017,Mushfiqur Rahim ,2017,2017
3*,3,7,42.85,0,0,Ireland,Dublin (Malahide),05/19/2017,Mushfiqur Rahim ,2017,2017
45*,45,45,100.0,3,1,New Zealand,Dublin,05/24/2017,Mushfiqur Rahim ,2017,2017
79,79,72,109.72,8,0,England,The Oval,06/01/2017,Mushfiqur Rahim ,2017,2017
9,9,20,45.0,0,0,Australia,The Oval,06/05/2017,Mushfiqur Rahim ,2017,2017
14,14,34,41.17,2,0,New Zealand,Cardiff,06/09/2017,Mushfiqur Rahim ,2017,2017
61,61,85,71.76,4,0,India,Birmingham,06/15/2017,Mushfiqur Rahim ,2017,2017
110*,110,116,94.82,11,2,South Africa,Kimberley,10/15/2017,Mushfiqur Rahim ,2017,2017
60,60,70,85.71,4,1,South Africa,Paarl,10/18/2017,Mushfiqur Rahim ,2017,2017
8,8,21,38.09,1,0,South Africa,East London,10/22/2017,Mushfiqur Rahim ,2017,2017
14*,14,23,60.86,1,1,Zimbabwe,Dhaka,01/15/2018,Mushfiqur Rahim ,2018,2018
62,62,52,119.23,4,1,Sri Lanka,Dhaka,01/19/2018,Mushfiqur Rahim ,2018,2018
18,18,25,72.0,0,1,Zimbabwe,Dhaka,01/23/2018,Mushfiqur Rahim ,2018,2018
26,26,56,46.42,1,0,Sri Lanka,Dhaka,01/25/2018,Mushfiqur Rahim ,2018,2018
22,22,40,55.0,1,0,Sri Lanka,Dhaka,01/27/2018,Mushfiqur Rahim ,2018,2018
30,30,11,272.72,3,2,West Indies,Providence,07/22/2018,Mushfiqur Rahim ,2018,2018
68,68,67,101.49,5,1,West Indies,Providence,07/25/2018,Mushfiqur Rahim ,2018,2018
12,12,14,85.71,0,1,West Indies,Basseterre,07/28/2018,Mushfiqur Rahim ,2018,2018
144,144,150,96.0,11,4,Sri Lanka,Dubai (DSC),09/15/2018,Mushfiqur Rahim ,2018,2018
21,21,45,46.66,1,0,India,Dubai (DSC),09/21/2018,Mushfiqur Rahim ,2018,2018
33,33,52,63.46,2,1,Afghanistan,Abu Dhabi,09/23/2018,Mushfiqur Rahim ,2018,2018
99,99,116,85.34,9,0,Pakistan,Abu Dhabi,09/26/2018,Mushfiqur Rahim ,2018,2018
5,5,9,55.55,1,0,India,Dubai (DSC),09/28/2018,Mushfiqur Rahim ,2018,2018
15,15,20,75.0,1,0,Zimbabwe,Dhaka,10/21/2018,Mushfiqur Rahim ,2018,2018
40*,40,52,76.92,2,1,Zimbabwe,Chattogram,10/24/2018,Mushfiqur Rahim ,2018,2018
28*,28,39,71.79,1,1,Zimbabwe,Chattogram,10/26/2018,Mushfiqur Rahim ,2018,2018
55*,55,70,78.57,5,0,West Indies,Dhaka,12/09/2018,Mushfiqur Rahim ,2018,2018
62,62,80,77.5,5,0,West Indies,Dhaka,12/11/2018,Mushfiqur Rahim ,2018,2018
16*,16,14,114.28,2,1,West Indies,Sylhet,12/14/2018,Mushfiqur Rahim ,2018,2018
5,5,14,35.71,1,0,New Zealand,Napier,02/13/2019,Mushfiqur Rahim ,2019,2019
24,24,36,66.66,2,0,New Zealand,Christchurch,02/16/2019,Mushfiqur Rahim ,2019,2019
17,17,27,62.96,3,0,New Zealand,Dunedin,02/20/2019,Mushfiqur Rahim ,2019,2019
32*,32,25,128.0,2,2,West Indies,Dublin,05/07/2019,Mushfiqur Rahim ,2019,2019
63,63,73,86.3,5,1,West Indies,Dublin (Malahide),05/13/2019,Mushfiqur Rahim ,2019,2019
35,35,33,106.06,5,0,Ireland,Dublin,05/15/2019,Mushfiqur Rahim ,2019,2019
36,36,22,163.63,2,2,West Indies,Dublin (Malahide),05/17/2019,Mushfiqur Rahim ,2019,2019
8,8,13,61.53,0,0,India,Dhaka,06/18/2015,Liton Das,2015,2015
36,36,41,87.8,5,0,India,Dhaka,06/21/2015,Liton Das,2015,2015
34,34,50,68.0,3,0,India,Dhaka,06/24/2015,Liton Das,2015,2015
0,0,1,0.0,0,0,South Africa,Dhaka,07/10/2015,Liton Das,2015,2015
17,17,14,121.42,2,1,South Africa,Dhaka,07/12/2015,Liton Das,2015,2015
5*,5,5,100.0,1,0,South Africa,Chattogram,07/15/2015,Liton Das,2015,2015
0,0,6,0.0,0,0,Zimbabwe,Dhaka,11/07/2015,Liton Das,2015,2015
7,7,16,43.75,0,1,Zimbabwe,Dhaka,11/09/2015,Liton Das,2015,2015
17,17,22,77.27,1,0,Zimbabwe,Dhaka,11/11/2015,Liton Das,2015,2015
21,21,29,72.41,4,0,South Africa,Kimberley,10/15/2017,Liton Das,2017,2017
14,14,12,116.66,1,1,South Africa,Paarl,10/18/2017,Liton Das,2017,2017
6,6,6,100.0,1,0,South Africa,East London,10/22/2017,Liton Das,2017,2017
0,0,4,0.0,0,0,Sri Lanka,Dubai (DSC),09/15/2018,Liton Das,2018,2018
6,6,14,42.85,0,0,Afghanistan,Abu Dhabi,09/20/2018,Liton Das,2018,2018
7,7,16,43.75,1,0,India,Dubai (DSC),09/21/2018,Liton Das,2018,2018
41,41,43,95.34,3,0,Afghanistan,Abu Dhabi,09/23/2018,Liton Das,2018,2018
6,6,16,37.5,0,0,Pakistan,Abu Dhabi,09/26/2018,Liton Das,2018,2018
121,121,117,103.41,12,2,India,Dubai (DSC),09/28/2018,Liton Das,2018,2018
4,4,14,28.57,0,0,Zimbabwe,Dhaka,10/21/2018,Liton Das,2018,2018
83,83,77,107.79,12,1,Zimbabwe,Chattogram,10/24/2018,Liton Das,2018,2018
0,0,1,0.0,0,0,Zimbabwe,Chattogram,10/26/2018,Liton Das,2018,2018
41,41,57,71.92,5,0,West Indies,Dhaka,12/09/2018,Liton Das,2018,2018
8,8,14,57.14,1,0,West Indies,Dhaka,12/11/2018,Liton Das,2018,2018
23,23,33,69.69,5,0,West Indies,Sylhet,12/14/2018,Liton Das,2018,2018
1,1,8,12.5,0,0,New Zealand,Napier,02/13/2019,Liton Das,2019,2019
1,1,4,25.0,0,0,New Zealand,Christchurch,02/16/2019,Liton Das,2019,2019
1,1,4,25.0,0,0,New Zealand,Dunedin,02/20/2019,Liton Das,2019,2019
76,76,67,113.43,9,1,Ireland,Dublin,05/15/2019,Liton Das,2019,2019
5,5,8,62.5,0,0,Zimbabwe,Harare,02/09/2007,Tamim Iqbal,2007,2007
30,30,32,93.75,3,2,Zimbabwe,Harare,02/10/2007,Tamim Iqbal,2007,2007
11,11,19,57.89,1,0,Bermuda,St John's,02/25/2007,Tamim Iqbal,2007,2007
11,11,29,37.93,2,0,Canada,St John's,02/28/2007,Tamim Iqbal,2007,2007
51,51,53,96.22,7,2,India,Port of Spain,03/17/2007,Tamim Iqbal,2007,2007
6,6,7,85.71,1,0,Sri Lanka,Port of Spain,03/21/2007,Tamim Iqbal,2007,2007
1,1,2,50.0,0,0,Bermuda,Port of Spain,03/25/2007,Tamim Iqbal,2007,2007
3,3,14,21.42,0,0,Australia,North Sound,03/31/2007,Tamim Iqbal,2007,2007
29,29,54,53.7,4,0,New Zealand,North Sound,04/02/2007,Tamim Iqbal,2007,2007
38,38,59,64.4,6,0,South Africa,Providence,04/07/2007,Tamim Iqbal,2007,2007
8,8,7,114.28,2,0,England,Bridgetown,04/11/2007,Tamim Iqbal,2007,2007
29,29,59,49.15,4,0,Ireland,Bridgetown,04/15/2007,Tamim Iqbal,2007,2007
7,7,20,35.0,1,0,West Indies,Bridgetown,04/19/2007,Tamim Iqbal,2007,2007
45,45,53,84.9,6,0,India,Dhaka,05/10/2007,Tamim Iqbal,2007,2007
7,7,12,58.33,1,0,India,Dhaka,05/12/2007,Tamim Iqbal,2007,2007
11,11,39,28.2,1,0,Sri Lanka,Colombo (PSS),07/20/2007,Tamim Iqbal,2007,2007
3,3,17,17.64,0,0,Sri Lanka,Colombo (RPS),07/23/2007,Tamim Iqbal,2007,2007
54,54,73,73.97,3,1,Sri Lanka,Colombo (RPS),07/25/2007,Tamim Iqbal,2007,2007
50,50,66,75.75,4,2,New Zealand,Auckland,12/26/2007,Tamim Iqbal,2007,2007
43,43,49,87.75,6,1,New Zealand,Napier,12/28/2007,Tamim Iqbal,2007,2007
13,13,56,23.21,0,0,New Zealand,Queenstown,12/31/2007,Tamim Iqbal,2007,2007
82,82,98,83.67,9,1,South Africa,Chattogram,03/09/2008,Tamim Iqbal,2008,2008
0,0,3,0.0,0,0,South Africa,Dhaka,03/12/2008,Tamim Iqbal,2008,2008
8,8,31,25.8,1,0,South Africa,Dhaka,03/14/2008,Tamim Iqbal,2008,2008
13,13,18,72.22,2,0,Ireland,Dhaka,03/18/2008,Tamim Iqbal,2008,2008
46,46,84,54.76,4,1,Ireland,Dhaka,03/20/2008,Tamim Iqbal,2008,2008
129,129,136,94.85,15,1,Ireland,Dhaka,03/22/2008,Tamim Iqbal,2008,2008
5,5,5,100.0,1,0,Pakistan,Lahore,04/08/2008,Tamim Iqbal,2008,2008
60,60,78,76.92,10,0,Pakistan,Faisalabad,04/11/2008,Tamim Iqbal,2008,2008
63,63,69,91.3,8,0,Pakistan,Lahore,04/13/2008,Tamim Iqbal,2008,2008
10,10,12,83.33,1,0,Pakistan,Multan,04/16/2008,Tamim Iqbal,2008,2008
9,9,14,64.28,1,0,Pakistan,Karachi,04/19/2008,Tamim Iqbal,2008,2008
29,29,38,76.31,4,0,Pakistan,Dhaka,06/08/2008,Tamim Iqbal,2008,2008
0,0,5,0.0,0,0,India,Dhaka,06/12/2008,Tamim Iqbal,2008,2008
40,40,66,60.6,2,0,U.A.E.,Lahore,06/24/2008,Tamim Iqbal,2008,2008
28,28,40,70.0,4,0,Sri Lanka,Lahore,06/25/2008,Tamim Iqbal,2008,2008
55,55,67,82.08,7,0,India,Karachi,06/28/2008,Tamim Iqbal,2008,2008
8,8,15,53.33,1,0,Sri Lanka,Karachi,06/30/2008,Tamim Iqbal,2008,2008
26,26,41,63.41,3,0,Pakistan,Karachi,07/04/2008,Tamim Iqbal,2008,2008
21,21,31,67.74,3,0,Australia,Darwin,08/30/2008,Tamim Iqbal,2008,2008
0,0,1,0.0,0,0,Australia,Darwin,09/03/2008,Tamim Iqbal,2008,2008
63,63,69,91.3,5,1,Australia,Darwin,09/06/2008,Tamim Iqbal,2008,2008
12,12,12,100.0,2,0,New Zealand,Dhaka,10/09/2008,Tamim Iqbal,2008,2008
0,0,2,0.0,0,0,New Zealand,Dhaka,10/11/2008,Tamim Iqbal,2008,2008
35,35,39,89.74,5,0,New Zealand,Chattogram,10/14/2008,Tamim Iqbal,2008,2008
24,24,39,61.53,4,0,South Africa,Potchefstroom,11/07/2008,Tamim Iqbal,2008,2008
41,41,22,186.36,7,1,South Africa,Benoni,11/09/2008,Tamim Iqbal,2008,2008
13,13,40,32.5,2,0,Zimbabwe,Dhaka,01/10/2009,Tamim Iqbal,2009,2009
9,9,13,69.23,2,0,Sri Lanka,Dhaka,01/14/2009,Tamim Iqbal,2009,2009
18,18,42,42.85,4,0,Sri Lanka,Dhaka,01/16/2009,Tamim Iqbal,2009,2009
13,13,54,24.07,2,0,Zimbabwe,Dhaka,01/19/2009,Tamim Iqbal,2009,2009
21,21,27,77.77,3,0,Zimbabwe,Dhaka,01/21/2009,Tamim Iqbal,2009,2009
34,34,49,69.38,5,0,Zimbabwe,Dhaka,01/23/2009,Tamim Iqbal,2009,2009
0,0,1,0.0,0,0,West Indies,Roseau,07/26/2009,Tamim Iqbal,2009,2009
29,29,41,70.73,3,0,West Indies,Roseau,07/28/2009,Tamim Iqbal,2009,2009
30,30,27,111.11,5,1,West Indies,Basseterre,07/31/2009,Tamim Iqbal,2009,2009
63,63,68,92.64,7,0,Zimbabwe,Bulawayo,08/09/2009,Tamim Iqbal,2009,2009
79,79,105,75.23,5,1,Zimbabwe,Bulawayo,08/11/2009,Tamim Iqbal,2009,2009
0,0,1,0.0,0,0,Zimbabwe,Bulawayo,08/14/2009,Tamim Iqbal,2009,2009
154,154,138,111.59,7,6,Zimbabwe,Bulawayo,08/16/2009,Tamim Iqbal,2009,2009
4,4,23,17.39,0,0,Zimbabwe,Bulawayo,08/18/2009,Tamim Iqbal,2009,2009
5,5,11,45.45,1,0,Zimbabwe,Dhaka,10/27/2009,Tamim Iqbal,2009,2009
26,26,19,136.84,2,1,Zimbabwe,Dhaka,10/29/2009,Tamim Iqbal,2009,2009
80,80,72,111.11,10,2,Zimbabwe,Dhaka,10/31/2009,Tamim Iqbal,2009,2009
22,22,26,84.61,3,0,Zimbabwe,Chattogram,11/03/2009,Tamim Iqbal,2009,2009
2,2,5,40.0,0,0,Zimbabwe,Chattogram,11/05/2009,Tamim Iqbal,2009,2009
40,40,46,86.95,5,0,Sri Lanka,Dhaka,01/04/2010,Tamim Iqbal,2010,2010
60,60,42,142.85,10,1,India,Dhaka,01/07/2010,Tamim Iqbal,2010,2010
21,21,22,95.45,2,1,Sri Lanka,Dhaka,01/08/2010,Tamim Iqbal,2010,2010
17,17,31,54.83,3,0,India,Dhaka,01/11/2010,Tamim Iqbal,2010,2010
62,62,69,89.85,10,0,New Zealand,Napier,02/05/2010,Tamim Iqbal,2010,2010
1,1,6,16.66,0,0,New Zealand,Dunedin,02/08/2010,Tamim Iqbal,2010,2010
8,8,6,133.33,2,0,New Zealand,Christchurch,02/11/2010,Tamim Iqbal,2010,2010
125,125,120,104.16,13,3,England,Dhaka,02/28/2010,Tamim Iqbal,2010,2010
30,30,25,120.0,4,0,England,Dhaka,03/02/2010,Tamim Iqbal,2010,2010
0,0,3,0.0,0,0,England,Chattogram,03/05/2010,Tamim Iqbal,2010,2010
22,22,12,183.33,2,1,India,Dambulla,06/16/2010,Tamim Iqbal,2010,2010
51,51,53,96.22,5,1,Sri Lanka,Dambulla,06/18/2010,Tamim Iqbal,2010,2010
34,34,27,125.92,6,0,Pakistan,Dambulla,06/21/2010,Tamim Iqbal,2010,2010
28,28,22,127.27,4,0,England,Nottingham,07/08/2010,Tamim Iqbal,2010,2010
18,18,23,78.26,3,0,England,Bristol,07/10/2010,Tamim Iqbal,2010,2010
16,16,15,106.66,3,0,England,Birmingham,07/12/2010,Tamim Iqbal,2010,2010
5,5,7,71.42,0,0,Ireland,Belfast,07/15/2010,Tamim Iqbal,2010,2010
74,74,91,81.31,6,1,Ireland,Belfast,07/16/2010,Tamim Iqbal,2010,2010
2,2,5,40.0,0,0,Netherlands,Glasgow,07/20/2010,Tamim Iqbal,2010,2010
23,23,32,71.87,2,0,Zimbabwe,Dhaka,12/01/2010,Tamim Iqbal,2010,2010
44,44,48,91.66,5,2,Zimbabwe,Dhaka,12/03/2010,Tamim Iqbal,2010,2010
0,0,6,0.0,0,0,Zimbabwe,Dhaka,12/06/2010,Tamim Iqbal,2010,2010
95,95,96,98.95,5,7,Zimbabwe,Chattogram,12/12/2010,Tamim Iqbal,2010,2010
70,70,86,81.39,3,1,India,Dhaka,02/19/2011,Tamim Iqbal,2011,2011
44,44,43,102.32,7,0,Ireland,Dhaka,02/25/2011,Tamim Iqbal,2011,2011
0,0,3,0.0,0,0,West Indies,Dhaka,03/04/2011,Tamim Iqbal,2011,2011
38,38,26,146.15,5,0,England,Chattogram,03/11/2011,Tamim Iqbal,2011,2011
0,0,4,0.0,0,0,Netherlands,Chattogram,03/14/2011,Tamim Iqbal,2011,2011
5,5,14,35.71,1,0,South Africa,Dhaka,03/19/2011,Tamim Iqbal,2011,2011
62,62,89,69.66,4,1,Australia,Dhaka,04/09/2011,Tamim Iqbal,2011,2011
5,5,7,71.42,1,0,Australia,Dhaka,04/11/2011,Tamim Iqbal,2011,2011
32,32,17,188.23,6,1,Australia,Dhaka,04/13/2011,Tamim Iqbal,2011,2011
4,4,18,22.22,0,0,Zimbabwe,Harare,08/12/2011,Tamim Iqbal,2011,2011
3,3,6,50.0,0,0,Zimbabwe,Harare,08/14/2011,Tamim Iqbal,2011,2011
44,44,62,70.96,2,0,Zimbabwe,Harare,08/16/2011,Tamim Iqbal,2011,2011
61,61,53,115.09,9,0,Zimbabwe,Bulawayo,08/19/2011,Tamim Iqbal,2011,2011
45,45,65,69.23,5,0,Zimbabwe,Bulawayo,08/21/2011,Tamim Iqbal,2011,2011
21,21,38,55.26,2,0,West Indies,Dhaka,10/13/2011,Tamim Iqbal,2011,2011
1,1,2,50.0,0,0,West Indies,Dhaka,10/15/2011,Tamim Iqbal,2011,2011
36*,36,62,58.06,3,0,West Indies,Chattogram,10/18/2011,Tamim Iqbal,2011,2011
0,0,4,0.0,0,0,Pakistan,Dhaka,12/01/2011,Tamim Iqbal,2011,2011
4,4,9,44.44,0,0,Pakistan,Dhaka,12/03/2011,Tamim Iqbal,2011,2011
0,0,1,0.0,0,0,Pakistan,Chattogram,12/06/2011,Tamim Iqbal,2011,2011
64,64,89,71.91,6,1,Pakistan,Dhaka,03/11/2012,Tamim Iqbal,2012,2012
70,70,99,70.7,6,0,India,Dhaka,03/16/2012,Tamim Iqbal,2012,2012
59,59,57,103.5,9,0,Sri Lanka,Dhaka,03/20/2012,Tamim Iqbal,2012,2012
60,60,68,88.23,8,0,Pakistan,Dhaka,03/22/2012,Tamim Iqbal,2012,2012
58,58,51,113.72,8,2,West Indies,Khulna,11/30/2012,Tamim Iqbal,2012,2012
5,5,10,50.0,1,0,West Indies,Khulna,12/02/2012,Tamim Iqbal,2012,2012
22,22,30,73.33,3,0,West Indies,Dhaka,12/05/2012,Tamim Iqbal,2012,2012
1,1,7,14.28,0,0,West Indies,Dhaka,12/07/2012,Tamim Iqbal,2012,2012
8,8,8,100.0,2,0,West Indies,Dhaka,12/08/2012,Tamim Iqbal,2012,2012
112,112,136,82.35,10,1,Sri Lanka,Hambantota,03/23/2013,Tamim Iqbal,2013,2013
27,27,49,55.1,3,0,Zimbabwe,Bulawayo,05/03/2013,Tamim Iqbal,2013,2013
6,6,14,42.85,1,0,Zimbabwe,Bulawayo,05/05/2013,Tamim Iqbal,2013,2013
32,32,70,45.71,2,1,Zimbabwe,Bulawayo,05/08/2013,Tamim Iqbal,2013,2013
5,5,8,62.5,1,0,New Zealand,Dhaka,10/29/2013,Tamim Iqbal,2013,2013
58,58,86,67.44,5,1,New Zealand,Dhaka,10/31/2013,Tamim Iqbal,2013,2013
0,0,11,0.0,0,0,India,Dhaka,06/15/2014,Tamim Iqbal,2014,2014
4,4,2,200.0,1,0,India,Dhaka,06/17/2014,Tamim Iqbal,2014,2014
26,26,47,55.31,3,0,West Indies,St George's,08/20/2014,Tamim Iqbal,2014,2014
37,37,50,74.0,5,0,West Indies,St George's,08/22/2014,Tamim Iqbal,2014,2014
55,55,62,88.7,9,0,West Indies,Basseterre,08/25/2014,Tamim Iqbal,2014,2014
5,5,15,33.33,1,0,Zimbabwe,Chattogram,11/21/2014,Tamim Iqbal,2014,2014
76,76,98,77.55,7,1,Zimbabwe,Chattogram,11/23/2014,Tamim Iqbal,2014,2014
40,40,63,63.49,2,1,Zimbabwe,Dhaka,11/26/2014,Tamim Iqbal,2014,2014
16,16,34,47.05,2,0,Zimbabwe,Dhaka,11/28/2014,Tamim Iqbal,2014,2014
10,10,15,66.66,2,0,Zimbabwe,Dhaka,12/01/2014,Tamim Iqbal,2014,2014
19,19,42,45.23,2,0,Afghanistan,Canberra,02/18/2015,Tamim Iqbal,2015,2015
0,0,2,0.0,0,0,Sri Lanka,Melbourne,02/26/2015,Tamim Iqbal,2015,2015
95,95,100,95.0,9,1,Scotland,Nelson,03/05/2015,Tamim Iqbal,2015,2015
2,2,7,28.57,0,0,England,Adelaide,03/09/2015,Tamim Iqbal,2015,2015
13,13,27,48.14,2,0,New Zealand,Hamilton,03/13/2015,Tamim Iqbal,2015,2015
25,25,25,100.0,4,0,India,Melbourne,03/19/2015,Tamim Iqbal,2015,2015
132,132,135,97.77,15,3,Pakistan,Dhaka,04/17/2015,Tamim Iqbal,2015,2015
116*,116,116,100.0,17,1,Pakistan,Dhaka,04/19/2015,Tamim Iqbal,2015,2015
64,64,76,84.21,8,1,Pakistan,Dhaka,04/22/2015,Tamim Iqbal,2015,2015
60,60,62,96.77,7,1,India,Dhaka,06/18/2015,Tamim Iqbal,2015,2015
13,13,21,61.9,3,0,India,Dhaka,06/21/2015,Tamim Iqbal,2015,2015
5,5,8,62.5,1,0,India,Dhaka,06/24/2015,Tamim Iqbal,2015,2015
0,0,13,0.0,0,0,South Africa,Dhaka,07/10/2015,Tamim Iqbal,2015,2015
5,5,7,71.42,1,0,South Africa,Dhaka,07/12/2015,Tamim Iqbal,2015,2015
61*,61,77,79.22,7,0,South Africa,Chattogram,07/15/2015,Tamim Iqbal,2015,2015
40,40,68,58.82,3,2,Zimbabwe,Dhaka,11/07/2015,Tamim Iqbal,2015,2015
19,19,25,76.0,3,0,Zimbabwe,Dhaka,11/09/2015,Tamim Iqbal,2015,2015
73,73,98,74.48,7,1,Zimbabwe,Dhaka,11/11/2015,Tamim Iqbal,2015,2015
80,80,98,81.63,9,0,Afghanistan,Dhaka,09/25/2016,Tamim Iqbal,2016,2016
20,20,36,55.55,3,0,Afghanistan,Dhaka,09/28/2016,Tamim Iqbal,2016,2016
118,118,118,100.0,11,2,Afghanistan,Dhaka,10/01/2016,Tamim Iqbal,2016,2016
17,17,31,54.83,2,0,England,Dhaka,10/07/2016,Tamim Iqbal,2016,2016
14,14,31,45.16,1,0,England,Dhaka,10/09/2016,Tamim Iqbal,2016,2016
45,45,68,66.17,5,0,England,Chattogram,10/12/2016,Tamim Iqbal,2016,2016
38,38,59,64.4,5,0,New Zealand,Christchurch,12/26/2016,Tamim Iqbal,2016,2016
16,16,23,69.56,3,0,New Zealand,Nelson,12/29/2016,Tamim Iqbal,2016,2016
59,59,88,67.04,5,0,New Zealand,Nelson,12/31/2016,Tamim Iqbal,2016,2016
127,127,142,89.43,15,1,Sri Lanka,Dambulla,03/25/2017,Tamim Iqbal,2017,2017
4,4,6,66.66,1,0,Sri Lanka,Colombo (SSC),04/01/2017,Tamim Iqbal,2017,2017
64*,64,88,72.72,8,0,Ireland,Dublin (Malahide),05/12/2017,Tamim Iqbal,2017,2017
